Generación,Mejor Individuo,Fitness
519,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
520,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
521,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
522,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
523,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
524,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
525,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
526,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
527,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
528,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
529,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
530,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
531,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
532,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
533,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
534,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
535,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
536,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
537,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
538,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
539,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
540,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
541,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
542,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
543,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
544,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
545,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
546,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
547,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
548,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
549,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
550,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
551,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
552,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
553,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
554,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
555,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
556,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
557,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
558,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
559,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
560,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
561,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
562,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
563,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
564,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
565,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
566,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
567,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
568,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
569,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
570,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
571,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
572,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
573,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
574,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
575,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
576,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
577,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
578,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
579,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
580,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
581,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
582,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
583,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
584,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
585,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
586,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
587,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
588,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
589,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
590,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
591,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
592,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
593,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
594,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
595,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
596,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
597,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
598,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
599,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
600,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
601,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
602,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
603,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
604,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
605,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
606,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
607,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
608,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
609,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
610,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
611,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
612,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
613,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
614,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
615,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
616,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
617,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
