Generación,Mejor Individuo,Fitness
618,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
619,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
620,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
621,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
622,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
623,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
624,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
625,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
626,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
627,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
628,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
629,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
630,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
631,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
632,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
633,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
634,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
635,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
636,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
637,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
638,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
639,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
640,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
641,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
642,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
643,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
644,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
645,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
646,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
647,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
648,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
649,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
650,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
651,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
652,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
653,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
654,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
655,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
656,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
657,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
658,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
659,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
660,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
661,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
662,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
663,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
664,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
665,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
666,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
667,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
668,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
669,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
670,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
671,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
672,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
673,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
674,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
675,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
676,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
677,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
678,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
679,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
680,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
681,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
682,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
683,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
684,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
685,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
686,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
687,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
688,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
689,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
690,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
691,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
692,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
693,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140281.77548860345
